number,kind,title,category,evidence,linked_fix_prs,status
23830,PR,fix: resolve TestScheduleOverride/extend flake caused by timezone hour boundary race,timing/eventual consistency,"…n the CI runner's clock is near a UTC `:30` minute boundary. The test captured `time.Now()` before running the CLI command, then independently computed the expected deadline as `now + 10h` formatted in `Asia/Kolkata` (+05:30). The CLI `schedule extend` command internally calls its own `time.Now()` seconds-to-minutes later to fix: resolve TestScheduleOverride/extend flake caused by timezone hour boundary race > 🤖 This…",#23830,closed; merged
23843,PR,fix(coderd/x/chatd): stabilize flaky request-count assertion in round-trip test,concurrency/race,"…verifies the `store=false` round-trip behavior without depending on that timing race. Fixes fix(coderd/x/chatd): stabilize flaky request-count assertion in round-trip test The flaky test assumed the second streamed OpenAI request had already been captured when the chat status event arrived. In practice, the capture server can record that second request slightly later, which intermittently left `streamRequestCount` at…",#23843,closed; merged
23877,PR,test(coderd/x/chatd): remove flaky OpenAI round-trip tests,external service/dependency,…rom `coderd/x/chatd/integration_test.go` and drop the now-unused fake upstream capture code. Closes https://github.com/coder/internal/issues/1433 test(coderd/x/chatd): remove flaky OpenAI round-trip tests These OpenAI reasoning + web search round-trip integration tests keep flaking in CI even after the recent timing fix. Remove both variants from `coderd/x/chatd/integration_test.go` and drop the now-unused fake upstr…,#23877,closed; merged
23893,PR,fix: stabilize flaky visual stories,browser/e2e/playwright,"fix: stabilize flaky visual stories > 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood 🤖 Two fixes for flaky Chromatic visual tests: **Scroll stories** — All 6 `AgentChatPageView` scroll stories (`ScrollToBottomButton`, `ScrollPositionPreservedOnNewContent`, `ScrollPinnedToBottomOnNewContent`, `ScrollNotJumpedDuringTouch`, `ScrollNotJumpedDuringWheel`, `ScrollRepinnedAfterWheelDeferredAppend`) now h…",#23893,closed; merged
24008,PR,fix(coderd/x/chatd): TestAwaitSubagentCompletion/ContextCanceled flake,concurrency/race,fix(coderd/x/chatd): TestAwaitSubagentCompletion/ContextCanceled flake Addresses https://github.com/coder/internal/issues/1437 fix(coderd/x/chatd): TestAwaitSubagentCompletion/ContextCanceled flake Addresses https://github.com/coder/internal/issues/1437 fix(coderd/x/chatd): TestAwaitSubagentCompletion/ContextCanceled flake Addresses https://github.com/coder/internal/issues/1437 coderd/x/chatd/subagent_internal_test.g…,#24008,closed; merged
24066,PR,fix(coderd/x/chatd): fix flaky TestAwaitSubagentCompletion/CompletesViaPubsub,database/transactions/migrations,"…he processor publishes notifications on `ChatStreamNotifyChannel(child.ID)` via PostgreSQL `LISTEN/NOTIFY`. After `drainInflight()` returns, these stale notifications can still be buffered in the pgListener's `NotifyChan()`. When `awaitSubagentCompletion` subscribes and a stale notification is dispatched between `setChatStatus(Waiting)` and `insertAssistantMessag fix(coderd/x/chatd): fix flaky TestAwaitSubagentComple…",#24066,closed; merged
24084,PR,fix: resolve `<LogLine />` storybook flake,browser/e2e/playwright,fix: resolve `<LogLine />` storybook flake This pull-request ensures we have a stable test where the content doesn't change every time we have a new storybook artifact by setting it to a consistent date. Closes https://github.com/coder/internal/issues/1454 fix: resolve `<LogLine />` storybook flake This pull-request ensures we have a stable test where the content doesn't change every time we have a new storybook arti…,#24084,closed; merged
24108,PR,fix(enterprise/coderd/x/chatd): harden TestSubscribeRelayEstablishedMidStream against CI flakes,database/transactions/migrations,"…worker pipeline (model resolution, message loading, LLM call) involves multiple DB round-trips that can be slow when PostgreSQL is shared with many parallel test packages. 3. **Add a status-polling loop while waiting for the streaming request.** If the worker errors out during chat processing, the test now fails immediately with the error status and message instead of silently timing out. > Generated by Coder Agents …",#24108,closed; merged
24112,PR,fix: resolve Test_batcherFlush/RetriesOnTransientFailure flake,unknown/needs manual read,fix: resolve Test_batcherFlush/RetriesOnTransientFailure flake fixes https://github.com/coder/internal/issues/1452 fix: resolve Test_batcherFlush/RetriesOnTransientFailure flake fixes https://github.com/coder/internal/issues/1452 fix: resolve Test_batcherFlush/RetriesOnTransientFailure flake fixes https://github.com/coder/internal/issues/1452 enterprise/coderd/connectionlog/connectionlog.go enterprise/coderd/connecti…,#24112,closed; merged
24122,PR,fix: resolve TestExecutorAutostartOK flake caused by hour-boundary race,workspace/agent lifecycle,"…com/coder/internal/issues/1456 ## Root Cause When a workspace build completes, `provisionerdserver.completeWorkspaceBuildJob` sets `next_start_at` using the **wall-clock completion time** (`s.timeNow()`): ```go now := s.timeNow() nextStartAt, _ := schedule.NextAllowedAutostart(now, ...) ``` The test was computing the tick time from **build creation time**: ```go tickTime := sched.Next(workspace.LatestBuild.CreatedAt)…",,closed; not_merged
24240,PR,fix: resolve idle timeout recording test flake on macOS,timing/eventual consistency,"…en the next `Advance` is called, causing `""cannot advance ... beyond next timer/ticker event in 0s""`. 2. **The test depended on SIGINT being handled promptly.** After the `stop_timeout` timer was released, the test relied entirely on the shell process handling SIGINT (via `rec.done`). On macOS, `/bin/sh` may not interrupt `wait` reliably, leaving `lockedStopRecordingProcess` blocked in its `select` while holding `p.m…",#24240,closed; merged
24298,PR,fix: resolve flaky TestWatchChats/DiffStatusChangeIncludesDiffStatus,concurrency/race,"…sh the event on a short ticker (`testutil.IntervalFast` = 25ms) in a background goroutine instead of publishing once. This guarantees that at least one publish lands **after** the subscription is active, regardless of goroutine scheduling. The goroutine is cleanly stopped via a `publishDone` channel once the expected event is received. ## Verification - `go test -race -count=50 -run TestWatchChats/DiffStatusChangeInc…",#24298,closed; merged
24459,PR,fix(site): fix flaky TemplateVariablesPage submit test,browser/e2e/playwright,…ses. site/src/pages/TemplateSettingsPage/TemplateVariablesPage/TemplateVariablesPage.test.tsx,#24459,closed; merged
24480,PR,fix(site): fix flaky CreateWorkspacePage tests,timing/eventual consistency,"…73. Three flaky/smelly patterns in `CreateWorkspacePage.test.tsx`: **Redundant `waitFor` around `userEvent` (internal#1472)** Most removed `waitFor` blocks wrapped only `userEvent.clear`/`type`/`click` with no assertion — `waitFor` resolves on the first pass when the callback doesn't throw, so these weren't causing retries, just clutter. Cleaning them up matches tes fix(site): fix flaky CreateWorkspacePage tests > [!…",#24480,closed; merged
24572,PR,fix(coderd): fix TestPatchChat/Title flake by waiting for chat to settle,concurrency/race,"…he handler's `acquireManualTitleLock` returns a 409. Whether the PATCH wins the race is timing-dependent under PG + `-parallel` load. Sibling subtests `PreservesUpdatedAt` and `NoOpWhenTitleUnchanged` already wait for the chat to leave `Pending`/`Running` before renaming, which is why they do not flake. ## Fix Add a `waitChatSettled` helper closure in `TestPatchChat` that polls `client.GetChat` until the chat status …",#24572,closed; merged
24593,PR,fix: fix flaky TestExpAgentsE2E/ExistingChatHistory,timing/eventual consistency,"…i-key`), producing an auth error that rendered an `error` banner in the TUI and polluted PTY output. Added a `chattest.NewOpenAI` mock so processing completes cleanly. 2. **Stable header match**: The PTY expect for `""direct open seed""` was racy because the mock's title fix: fix flaky TestExpAgentsE2E/ExistingChatHistory Fixes https://linear.app/codercom/issue/ENG-2509 ## Changes Three root causes for the flake, all a…",,closed; not_merged
24661,PR,fix(cli): fix flaky TestExpAgentsE2E/ExistingChatHistory,workspace/agent lifecycle,"…)` after `expect(""direct open seed"")` - Both strings appear in the same initial PTY render; their byte-stream order depends on async title generation timing - The seed text alone proves we are in the chat view; pressing esc + expecting `enter: open` confirms list navigation > 🤖 fix(cli): fix flaky TestExpAgentsE2E/ExistingChatHistory - Remove racy sequential `expect(""esc"")` after `expect(""direct open seed"")` - Both s…",#24661,closed; merged
24666,PR,fix(coderd/x/chatd): fix flaky TestSpawnComputerUseAgentInheritsContext,database/transactions/migrations,…entInheritsContext`. - The test inserts an Anthropic provider directly into the DB after `CreateChat` has already been called - The server's background goroutine may have already cached the provider list (OpenAI only) via `configCache.EnabledProviders()` with a 10s TTL - The direct DB insert bypasses the pubsub event that production uses to invalidate the cache - `isAnthropicConfigured()` returns the stale cached res…,#24666,closed; merged
24671,PR,fix(agent/x/agentdesktop): flaky TestPortableDesktop_StopRecording_WithThumbnail,workspace/agent lifecycle,fix(agent/x/agentdesktop): flaky TestPortableDesktop_StopRecording_WithThumbnail Fixes https://github.com/coder/internal/issues/1462 fix(agent/x/agentdesktop): flaky TestPortableDesktop_StopRecording_WithThumbnail Fixes https://github.com/coder/internal/issues/1462 fix(agent/x/agentdesktop): flaky TestPortableDesktop_StopRecording_WithThumbnail Fixes https://github.com/coder/internal/issues/1462 agent/x/agentdesktop/…,#24671,closed; merged
24796,PR,fix(site/e2e): backport verifyParameters flake fixes to 2.29,timing/eventual consistency,"…b.com/coder/coder/pull/24769). ## Root cause `verifyParameters` navigated with `waitUntil: ""domcontentloaded""`, so the form rendered with the default parameter value (`""abc""`) from the React Query cache before the actual build parameter value (`""AAAAA""`) arrived fro fix(site/e2e): backport verifyParameters flake fixes to 2.29 Backports three incremental fixes to `verifyParameters` in `site/e2e/helpers.ts` from `main`…",#24796,closed; merged
